bigram,bigram_frequency
شب کہ,2
تھا مائدہٴ,2
بے وفا,2
شب غم,2
تو زانو,2
تھا فرش,2
شنیدن جس,2
تھا عہد,2
تھا عناں,2
ترا بیان,2
کے دل,2
شب ہجراں,2
بے پناہ,2
تھا شعلہٴ,2
گرفتارِ وفا,2
نے آخر,2
تھا شاید,2
نہ توڑ,2
نہیں سکتی,2
کے سر,2
طائرک بلند,2
کیا کام,2
صدمہٴ یک,2
نہ بادہ,2
نہیں دل,2
نہ بڑھ,2
بے غرض,2
ترا کاکلِ,2
گسل ہے,2
شوق نہیں,2
تو اک,2
کے قدم,2
تو با,2
شوق دیکھا,2
تھا پردہ,2
کی مانند,2
تھا پر,2
بے محابا,2
طاق نسیاں,2
کے عاشق,2
طاعت و,2
گسار ہوتا,2
تھا وحشت,2
گردن میں,2
کے صحرا,2
نہ تو,2
شورِ پندِ,2
تھا ناگہاں,2
گزر جائے,2
کہ بندھا,2
سے کیوں,2
در پر,2
در کھلا,2
پر جیے,2
پر دھرا,2
زیادہ تو,2
زہرہٴ ابر,2
درد بے,2
زہد پر,2
درد سے,2
پر غالب,2
زور سے,2
کبھی ہم,2
دردِ بے,2
کبھی نہ,2
کبھی نامہ,2
درماندہ کارواں,2
پر میں,2
کبھی صبا,2
پر نہ,2
درویشی کہ,2
کبھی جنازہ,2
کبھی اے,2
در کو,2
در و,2
دریا نہ,2
در نہیں,2
سادہ تو,2
سادگی ہائے,2
ساحل کا,2
داغ اپنا,2
داغ جگر,2
پاک ہے,2
داغ دل,2
پاگل ہیں,2
داغوں کی,2
داغِ دل,2
پایا حالِ,2
پایا دوست,2
دام سے,2
کر سکے,2
پایا شورِ,2
کر دے,2
کر دیا,2
سا کیا,2
دانہ و,2
پر استوار,2
پر افشاں,2
کبھی اپنے,2
پر وہ,2
سارا جہان,2
دل تو,2
کارواں کو,2
دل جلوں,2
زر کم,2
دل دودِ,2
زخم کے,2
کا ہم,2
کا ہزار,2
کا گلہ,2
دل عزیز,2
دل فرشِ,2
پرواز ہے,2
کا کس,2
دل مرا,2
کا کروں,2
دل نے,2
کا کاغذی,2
دل کشا,2
پرور کب,2
زباں کے,2
دل کے,2
دل گر,2
پرشور بیخوابی,2
دل بہت,2
زنداں سے,2
زلف ہیں,2
دست دعا,2
کب تک,2
کاکلِ سرکش,2
زنجیر سے,2
پر کہ,2
پر کہنا,2
کاوشِ ناخن,2
کاوشِ غمِ,2
دشت نوردی,2
دشتِ وفا,2
کامی بھی,2
زمّرد بھی,2
پر ہوس,2
دشنۂ غمزہ,2
پرافشاں نکلا,2
پردہ دار,2
کافر کو,2
زمانہ آیا,2
کاغذی ہے,2
زلفِ سیاہ,2
دل اس,2
دار جس,2
دادہٴ ہوائے,2
کم ہوئے,2
وہاں ہیں,2
کشِ دوا,2
خلوت و,2
وہی رہے,2
کشایش کو,2
ستمگر مرے,2
کشاکش مگر,2
خمیازہ ہوں,2
خنجر سے,2
ستم کش,2
وہی کیفیت,2
ستم سے,2
کش کو,2
کش انتظار,2
کسے خبر,2
کسے اعتبار,2
خوار ہوتا,2
خوار ہوگا,2
خواروں کی,2
کسی بات,2
ستائے کیوں,2
کس پر,2
خلش کہاں,2
کشِ گلبانگِ,2
کس لیے,2
خلد میں,2
خریدار کی,2
کم عیار,2
سر شام,2
کم از,2
سر رہ,2
سر راہ,2
کلی کو,2
کلی کلی,2
کلام پہ,2
خشت درد,2
سخن میں,2
وہ ہم,2
کفن باندھے,2
کف سیلاب,2
سخت جانی,2
وہ یکتا,2
خفا مجھ,2
وہاں تک,2
کعبہ کس,2
کعبہ میں,2
سحر ہوتے,2
کس نے,2
سبھی کچھ,2
داد مگر,2
خوں میں,2
کرنا شام,2
پار ہوتا,2
کرم کو,2
پار ہوگا,2
ساقی کہ,2
کردیا جائے,2
ساقی نے,2
کردار پر,2
خیال آیا,2
خیال سے,2
خیال کو,2
پاس وضع,2
خیال ھے,2
خیال یاں,2
سازیٴ وحشت,2
خیالِ مے,2
خیام سے,2
سازی وحشت,2
سازگار نہیں,2
ساز ہوتا,2
ساز میں,2
ساماں نکلا,2
خوں تن,2
ِ دل,2
سامنے تیرے,2
خود آرائی,2
خود بخود,2
ٹپکانے لگا,2
ٹپکتا وہ,2
خود پر,2
سبزہٴ خط,2
خودکشی کرے,2
کرے کہ,2
خودی و,2
ٹھکانہ ابھی,2
کرے جو,2
سب کی,2
کریں گے,2
خوش ہوں,2
پا کہ,2
پائی درد,2
پائی دردِ,2
پائی وہی,2
خوننابہ ٹپکانے,2
خونِ ناب,2
کروں کیا,2
دل گناہ,2
کا پھر,2
پرونے کا,2
روزگار ہوتا,2
روزِ جزا,2
پھٹ ہے,2
دیکھا ہے,2
پہ آشیانہ,2
پہ اعتماد,2
دیکھنے کو,2
پہ بار,2
دیکھیں ہم,2
دیکھیے کیا,2
دیں تو,2
رواں مژگانِ,2
دیں گے,2
چلے تو,2
روئیے زار,2
روئیں گے,2
پہ دم,2
دے رہے,2
رو کے,2
دے نہ,2
پہ سر,2
دے کوئی,2
چنگ و,2
روس کے,2
پہ غمِ,2
دیکھ سکتا,2
چھپائے کیوں,2
دیدارِ دوست,2
چھپا کے,2
پھر نہ,2
چھپ کے,2
چھٹ جائیں,2
پھر وہ,2
دیر نہیں,2
رُخ پہ,2
چھوڑا نہ,2
دین و,2
چھوڑ تو,2
پھر کسے,2
پھر کوئی,2
روما کی,2
دیوار جو,2
پھر گریے,2
پھر ہوشیار,2
چپ ہوں,2
پھرتے ہیں,2
روشن شمعِ,2
دے کے,2
چشمِ تر,2
کا ٹھکانہ,2
راہ پر,2
راہ گزار,2
چارہ سازیٴ,2
چارہ سازی,2
چارہ ساز,2
چار ہوتا,2
پیار تھا,2
پیار ہوگا,2
رفتار ہے,2
پیام آیا,2
پیتے تھے,2
رب ہمیں,2
رشک ہے,2
رشک سے,2
رحم آتا,2
پینے والے,2
پیر مے,2
رخ سہی,2
رخ یار,2
پیرہن ہر,2
رسوا ہوئے,2
رزق سے,2
راہ کوئی,2
پہنچے گا,2
ذرا سا,2
چاکِ گریباں,2
چشم تر,2
پہ ناز,2
ذرہ مثلِ,2
رنگ کا,2
چراغِ محفل,2
پہ پریشاں,2
چراغاں کئے,2
چراغاں آبجو,2
رنگ رقیبِ,2
ذوق کم,2
چاہے بچھائے,2
چاہیے ہے,2
ذوقِ کاوشِ,2
پہ کہاں,2
رات دن,2
پہ ہنسی,2
رقیبِ سروساماں,2
راز اب,2
راز الفت,2
راز ہے,2
رازدار ہوگا,2
پھر لہو,2
دیتا ہے,2
دیار مغرب,2
کا طریق,2
دمِ عیسیٰ,2
دن بھی,2
دن معین,2
دن کہ,2
دن یہاں,2
رہے گا,2
رہے نہ,2
دنیا کو,2
رہے باقی,2
رہیں کھائیں,2
پناہ تیرا,2
رہیں سر,2
دوئی کی,2
رہی ہے,2
پنبہٴ بالش,2
پندار کا,2
دودِ چراغِ,2
پندِ ناصح,2
رہگزار تھا,2
کا دہر,2
دور ساقی,2
کا صنم,2
دمِ افعی,2
چیخوں کہ,2
کا عام,2
کا نہیں,2
پرکاری بے,2
دلّی میں,2
کا نام,2
زانو پر,2
زانو مجھے,2
کا مقام,2
کا مرے,2
زار ہوگا,2
دم شمشیر,2
زار کیا,2
دم میرا,2
دم نکلے,2
زار زار,2
زادِ زلف,2
کا لانا,2
ز بس,2
کا غم,2
پرے ہوں,2
کا عمل,2
کا عشق,2
دور نہیں,2
رہنے والو,2
کا در,2
دوست دشمن,2
دکاں نہیں,2
کا آگہی,2
دکھاتا ورنہ,2
دکھاتا پھرتا,2
دکھاوے سے,2
دکھایا یہی,2
دھرا ہوتا,2
پڑھ کے,2
دہر سے,2
پڑی ہیں,2
ڈھونڈا تم,2
پڑے رہیں,2
دی تنگیٴ,2
ڈوب جا,2
رکھتے تھے,2
دی ہے,2
رکھتی ہے,2
رکھتا ہے,2
پھر ایک,2
پھر اے,2
دیا گوش,2
رہ و,2
رہ گئی,2
رہ گئے,2
پوچھ صبح,2
رہتے یہی,2
دوست غمخواری,2
پهر کسی,2
دوست ناصح,2
کا جنوں,2
کا تماشا,2
پوچھ اقبال,2
دوستی ہے,2
کا تاراجِ,2
کا بھی,2
رہ گزار,2
پوچھتا ہوں,2
کا بسکہ,2
پوچھوں کہ,2
کا باب,2
کا اگر,2
دوں کہ,2
پوچھے ترے,2
کا انداز,2
دُکھ تری,2
کم میرا,2
خرد کا,2
نے کسی,2
کہ میری,2
کہ منہ,2
سے جس,2
سے جانا,2
سے جان,2
کہ مجھ,2
سے جام,2
سے تھا,2
جن کی,2
جن کے,2
جنازہ اٹھتا,2
جنبش نظر,2
سے تری,2
جنت کا,2
و مکاں,2
سے تا,2
کہ شرمندہٴ,2
جنوں بھی,2
جنوں تھے,2
کہ شاہیں,2
و ناز,2
کہ سمجھائیں,2
سے حریفِ,2
جلوں میں,2
سے بھر,2
سے خوننابہ,2
کہ ہیں,2
جس کی,2
سے سوا,2
کہ گویا,2
و سناں,2
جسے تم,2
جسے حق,2
سے ساقی,2
سے زہرہٴ,2
کہ کچھ,2
جسے غم,2
و شادی,2
سے رہ,2
کہ چھپ,2
سے روشن,2
سے ذوق,2
جلا کے,2
و عشق,2
کہ يہ,2
و غرب,2
سے خونِ,2
کہ سر,2
سے بھاگیں,2
کہ یگانہ,2
و کسریٰ,2
جو ساقی,2
کہ تیرے,2
جو شاخ,2
جو عہد,2
جو قمری,2
کہ تجھ,2
جو مدعا,2
کہ بنے,2
و گلِ,2
جو میری,2
و گہر,2
کہ برقِ,2
سینے میں,2
جو واں,2
کہ اے,2
کہ اہلِ,2
کہ اندوہِ,2
و ہوا,2
سینہٴ بسمل,2
جو چپ,2
سینہ میں,2
و کفن,2
کہ جب,2
سے بزمِ,2
جو رسوا,2
و نشاط,2
کہ ذوقِ,2
سے باندھا,2
جو آوارۂ,2
جو اس,2
کہ دنیا,2
کہ دلّی,2
جو ایک,2
سے اے,2
و وفا,2
کہ در,2
کہ خوشی,2
جو تھا,2
کہ خالی,2
سے اس,2
جو جگر,2
سے اب,2
سے آگے,2
جو دوئی,2
سے آپ,2
سے آسماں,2
کہ یاد,2
جس دل,2
سر منزلِ,2
سے پوچھے,2
کی خدائی,2
کی خانہ,2
کی خامشی,2
سے پرافشاں,2
جام سے,2
سے پر,2
سے پار,2
کی جو,2
و بس,2
کی جس,2
کی جزا,2
کی تو,2
سے وفا,2
سے نہاں,2
سے نکلے,2
کی بستی,2
و تب,2
کی بات,2
کی آہ,2
کی آرزو,2
سے ناک,2
و بازوئے,2
و بازو,2
کہے کہ,2
کی داد,2
کی قدرت,2
سے کہیں,2
نے کہا,2
کی فضا,2
سے کچھ,2
کی طرف,2
نے ہزار,2
سے کشادہ,2
نے ہم,2
سے کس,2
کی شرم,2
سے کرے,2
نے ہمیں,2
جائے تو,2
سے کام,2
جائے کیوں,2
جائے ہے,2
کی دوستی,2
جاتی تھی,2
جاتے اگر,2
جادہٴ سر,2
کی آبرو,2
جاوید آساں,2
کہا تو,2
و خیام,2
جب ہوئے,2
و دام,2
کہوں کیا,2
کہوں کس,2
سے لذت,2
و دو,2
کہنے لگے,2
جدا تن,2
کہنے لگا,2
جدا جدا,2
سے فرصت,2
کہتے تھے,2
جراحت تحفہ,2
کہتا ہوں,2
کہاں کی,2
جزا کچھ,2
و زہد,2
کہاں بچیں,2
جس ادا,2
کہاں بزم,2
کہا کہ,2
جب ہو,2
جب کہ,2
و حجاز,2
و خیال,2
سے مٹنا,2
جاں دادہٴ,2
جاں ستاں,2
سے معاملہ,2
کہیں مزار,2
و خرد,2
جاں گسل,2
کہیں سر,2
سے مر,2
کہیں دو,2
سے محرومیٴ,2
جب آنکھ,2
و خشت,2
جب بھی,2
جب تک,2
جب دل,2
سے مت,2
جب غم,2
کہیں اس,2
کہہ کے,2
جب وہ,2
جو کبھی,2
جو کہا,2
کہ آج,2
سمجھائیں گے,2
سمجھا ہے,2
کو لبِ,2
کو قید,2
وہ آ,2
حیراں ہوں,2
سمجھا دو,2
کو عرق,2
کو عذرِ,2
خار زار,2
خار ہوگا,2
کو شہہ,2
کو سمجھا,2
وہ بستیوں,2
وہ بلائے,2
سلطنت کو,2
خالی ہاتھ,2
خامشی نے,2
وہ بے,2
سفینۂ برگ,2
کو دیکھا,2
کو دیکھ,2
حِس تو,2
سمجھتے جو,2
کو دوں,2
کو معلوم,2
حسرتِ دل,2
سنگ سے,2
وفا وجہِ,2
وفا کیا,2
حسن فرنگ,2
حسن میں,2
کو گماں,2
حضرتِ ناصح,2
حضور تیری,2
حضور میں,2
سنا دیا,2
کو وہ,2
ولی سمجھتے,2
کو نہیں,2
حلقہ مری,2
حلقہٴ گرداب,2
کو میرے,2
کو میری,2
سمجھوں گا,2
کو مہماں,2
حور و,2
کو دکھاتا,2
خانہ خراب,2
جو ہجر,2
وہ شیر,2
خدا کا,2
کو باقی,2
کو اپنا,2
وہ فرقِ,2
کو الٹ,2
سرابِ دشتِ,2
وہ لہو,2
کو اب,2
سرا نہ,2
کو آزمائے,2
کو آزما,2
وہ مرد,2
کو آج,2
وہ مرے,2
سر کے,2
وہ میرا,2
سر پہ,2
وہ میری,2
سر پر,2
خرام گریے,2
کمخواب تھا,2
خدا پرست,2
وہ شخص,2
خانہ زادِ,2
خدا سے,2
خانہ سن,2
خانہ ویرانی,2
کو دل,2
خانہ ہر,2
سعی فرمائیں,2
کو خبر,2
خاک بازی,2
کو حجاز,2
خاک سے,2
سرِ پرشور,2
خاک کو,2
سرِ رہگزار,2
کو جائے,2
وہ دن,2
کو تھا,2
وہ دور,2
سروساماں نکلا,2
سرور و,2
کو تجھ,2
سرور ایسی,2
وہ ستمگر,2
سنگ و,2
وفا نہیں,2
کوئی اس,2
واں طوفاں,2
کچھ ہو,2
جوہرِ تیغ,2
کچھ ہماری,2
کچھ ہم,2
واں چراغاں,2
واں کرم,2
سکی عشق,2
جگر ودیعتِ,2
وجہِ تسلی,2
جگر کے,2
جگر ہدیہ,2
سکوت تھا,2
جگر یاد,2
کچھ خیال,2
کچھ جلا,2
سکندری کیا,2
کچھ ایسی,2
کچھ اپنی,2
کٹنے کا,2
جہان مے,2
جہاں تک,2
کھا گئی,2
کھائیں گے,2
کوئی بات,2
کھاتا ہے,2
سیم تن,2
جو ہم,2
جو یا,2
سیلاب تھا,2
سیاہ رُخ,2
سہی یہ,2
کھلنے آج,2
جوشِ اشک,2
جوشِ بادہ,2
والو خدا,2
والے بنے,2
جوشِ قدح,2
سہی سامنے,2
جوّالہ ہر,2
واں بساطِ,2
کھلا اس,2
سہی جس,2
سہی تم,2
واں تیغ,2
کھرا ہے,2
واں خود,2
جہاں تیرا,2
وحشت کا,2
جہاں دل,2
سکتا اگر,2
وصل میں,2
کوئی میرے,2
وضع راہ,2
سوختن کا,2
کوئی مجھے,2
حجابی کا,2
کوئی مجھ,2
حجاز سے,2
حجاز کی,2
حجت ہے,2
حد سے,2
وطن سے,2
کوئی صورت,2
وعدے پر,2
حرم نہیں,2
حریف دم,2
حساب آج,2
حساب خونِ,2
وفا زنداں,2
سو تیر,2
کوئی بادہ,2
کوئی چارہ,2
سوز میں,2
حال ہے,2
کون سے,2
کي اذاں,2
سکا وہ,2
سکا نہ,2
کوہ شگاف,2
سچ کہتے,2
سپند آیا,2
ودیعتِ مژگانِ,2
ورنہ داغوں,2
جیتے رہتے,2
کون دیکھ,2
سوز پردے,2
ورنہ غافل,2
جیے ہم,2
ورنہ کیا,2
سوزِ دل,2
کوئے یار,2
حاصل نہیں,2
حاصل کا,2
کوئے ملامت,2
کوئی ہمیں,2
گویا جل,2
تماشا کہ,2
رسم برہم,2
ہے پرواز,2
ہے وگرنہ,2
ہے وہی,2
منہ نہ,2
فراق میں,2
بادہ خواروں,2
آیا دھمکی,2
ہے پرسوز,2
میں ہو,2
ماندگی سے,2
منہ میں,2
ہے پندار,2
ہو نظارہ,2
ہے پہ,2
ہو مجھ,2
بار کوئی,2
مانند گویا,2
ہو کشاکش,2
ہو کوئی,2
موئے آتش,2
میں کیوں,2
منہ چھپائے,2
باب تھا,2
ہے ورنہ,2
ہو ہے,2
آیا کہ,2
بات جو,2
میں کیسے,2
ہو کے,2
آیا نہ,2
ہے وطن,2
ہو کیا,2
بات پہ,2
بات کر,2
آیا پھر,2
بات ہے,2
منہ پھٹ,2
بار ہوتا,2
بار ہوگا,2
بار ہے,2
مے ہے,2
غیر نے,2
ہو دین,2
آگے ہوتا,2
ہو دل,2
ہے کسی,2
ہے کشایش,2
منزلِ تقویٰ,2
ہے کھرا,2
بارش تھا,2
مبارک باد,2
ہو حجاب,2
ہو جیسے,2
آگے آتی,2
ہو جو,2
باقی نہیں,2
غنچے کہنے,2
ہو سب,2
غیر کو,2
ہے کبھی,2
غیر کے,2
میں یوں,2
بارہا میری,2
ہے پیرہن,2
بارہا پایا,2
بارہا ڈھونڈا,2
ہو غم,2
مانگے ہے,2
باز ہے,2
آہ وہ,2
مے خانۂ,2
آہ میری,2
ہے کار,2
بازو کو,2
مے سے,2
غیر ہمیں,2
آیا ہوائے,2
با زمانہ,2
بغل میں,2
ابر بہار,2
ہوا سبزہٴ,2
فریاد نہیں,2
ہے مہتاب,2
میں نقشِ,2
میں نہاں,2
ایک تھا,2
ہوا جب,2
ہے میرا,2
فریادی ہے,2
فرنگی کو,2
ایک قطرے,2
ہوا برا,2
ابر آب,2
فرنگ کی,2
ہوا اور,2
اب یہ,2
موتی پرونے,2
میں میں,2
اب آشکار,2
ایجاد نہیں,2
اہل نظر,2
فصل گل,2
میں مرنے,2
ہوا کیا,2
ہوا کہ,2
ابھی وہی,2
لے گا,2
ہوا وہ,2
ایسے امام,2
میں مگر,2
ایسا بھی,2
مائدہٴ لذتِ,2
ہوا مرگیا,2
ہے موسم,2
ایسی نماز,2
ایسی ہی,2
اب کے,2
اب کوئی,2
اب کسی,2
اے فلک,2
ہوئے ان,2
مارے مارے,2
مارے میں,2
موت آتی,2
ہے نگاہ,2
اب تک,2
اب بھی,2
میں کوئی,2
ہوا اسد,2
فرشِ راہ,2
اے نو,2
اے نگاہ,2
اے وائے,2
اے چارہ,2
اے کاش,2
فرش سے,2
میں ڈوب,2
اے رہرو,2
میں ڈال,2
ہوئے جاتا,2
ہے مے,2
میں پھرا,2
ماتمِ یک,2
فرقِ ناز,2
ہوئے کیوں,2
میں پھرتے,2
اب لائیں,2
ہوئے پہ,2
ہے نقش,2
ہوئے وہ,2
ہوئے مر,2
اب زر,2
ہوئے غالب,2
ہوئے جی,2
ہوئے جوشِ,2
ہو جاتے,2
ہو جائیں,2
متاعِ عقل,2
ملامت کو,2
برق کی,2
برقِ سوزِ,2
غرض اس,2
ہم غیر,2
یار تک,2
غرب تیغ,2
برہم فنا,2
یار نے,2
نالہ نارسا,2
برہنہ پائی,2
بری بلا,2
آسماں کے,2
نام پہ,2
غالبؔ کہ,2
بزمِ بیخودی,2
آسماں تک,2
نالہ ہائے,2
ہم ملیں,2
بالش کف,2
بر کو,2
مجھے اپنے,2
ہم ہزار,2
مجھے بتا,2
نالٴہ دل,2
ہم کہیں,2
یاد تھیں,2
بر نہیں,2
برا تھا,2
ہم نکلے,2
یاد کرتے,2
یاد ہے,2
برا کیا,2
آشیانہ بنے,2
آشکار ہوگا,2
ہم وہاں,2
ہم ولی,2
یار ہوتا,2
یار ہوگا,2
بزمِ چراغاں,2
غالب ورنہ,2
بسکہ ہوں,2
بسیں گے,2
ہستی کا,2
غالب کوئی,2
آزمائے کیوں,2
آزما کے,2
ہستی عبادت,2
یاں تک,2
آستیں میں,2
مقام شوق,2
غالب نہ,2
ہزاروں بنوں,2
مقام سے,2
ہزار کر,2
ناگہاں اس,2
غالب ناتوانی,2
مجھے کیا,2
غالب کی,2
ناک میں,2
بسکہ جوشِ,2
آستاں نہیں,2
غالبؔ شرم,2
غالبؔ خستہ,2
ہم اوجِ,2
بساطِ صحبتِ,2
ہم ان,2
مجھے منظور,2
ناپائیدار ہوگا,2
آساں ہے,2
یارب تیر,2
بستی دکاں,2
مقدور ہو,2
بستیوں میں,2
ہلال کی,2
غالب ہم,2
ہم ہیں,2
یاب تھا,2
غزل سرا,2
منت کشِ,2
منتظر کو,2
غم ہے,2
مثلِ جوہرِ,2
آپ فرمائیں,2
غم کیا,2
غم کی,2
آپ بھی,2
ہنسی اب,2
بجلی سے,2
منت کش,2
نارسا پایا,2
بتوں نے,2
غم و,2
ناز بے,2
غم عشق,2
غم سمجھ,2
ناخن نہ,2
ناخن سے,2
منتظر ہیں,2
غمخواری میں,2
بالشِ کمخواب,2
ہو بہ,2
مثال شرار,2
ناب تھا,2
غمِ ہجراں,2
آگ اس,2
بام پر,2
باندھا گیا,2
باندھے ہوئے,2
ہو اگر,2
ہو اس,2
غمِ دل,2
باہر ہے,2
غمزہ جاں,2
ناتواں کا,2
غم روزگار,2
آواز گر,2
ناصح گر,2
ہمارے خدا,2
ہمتِِ دشوار,2
مجموعہٴ خیال,2
نازک و,2
نازکی سے,2
ہمارے چمن,2
بد خو,2
ملیں کہاں,2
آموزِ فنا,2
ناز تھا,2
مجھ پہ,2
یا کوئی,2
ہماری قسمت,2
ہماری خبر,2
یا کہ,2
ناصح کوئی,2
ہماری جو,2
ملے گا,2
بخشے ہیں,2
ناز یاں,2
ناز ہے,2
ہمیں منظور,2
غم جہاں,2
آوارۂ جنوں,2
ہمیں ستائے,2
ہمیں دکھایا,2
بحر میں,2
غم بھی,2
غم بری,2
غم اگرچہ,2
ناز محوِ,2
ہے یارو,2
ہے یاں,2
ہمیں اٹھائے,2
ممکن نہیں,2
ناز کو,2
اہل دنیا,2
اہل خرد,2
لیے ہم,2
میں الجھ,2
اندوہِ وفا,2
مگر بھلا,2
میں اسد,2
اس گرہِ,2
اندیشہ کی,2
قسمت کہ,2
ہیں ترے,2
ہیں بے,2
مگر دل,2
میں اپنے,2
لکھوں تو,2
میں اک,2
قرار ہوگا,2
میں باقی,2
لگا دل,2
اس معمورے,2
میں آیا,2
ہیں جنہیں,2
قدح سے,2
میں آتا,2
انتظار ہوتا,2
انتظار ہوگا,2
مگر نہیں,2
ہے داغ,2
ہیں زنجیر,2
قلب کو,2
ہیں روئیے,2
ہیں دوست,2
ہے دماغ,2
قطرے کا,2
ہیں دل,2
ہیں خواب,2
استوار ہوگا,2
انداز چھٹ,2
استوار ہوتا,2
قطرہ خوں,2
اس قوم,2
ہیں آرزو,2
لگا کھلنے,2
اور ماتمِ,2
قدرٕ لب,2
اور دُکھ,2
قدرت ہے,2
میں تارِ,2
قدر چاہے,2
اور شے,2
اس دکھاوے,2
ہے ساقی,2
لگا کہ,2
ہی خودکشی,2
اور وہ,2
میں تمھیں,2
ہی تو,2
اور گھر,2
ہی بات,2
میں تیرے,2
ہی نفسِ,2
قدسیوں سے,2
میں بہار,2
اور جیتے,2
ہی ہو,2
لگا کے,2
اوجِ طالعِ,2
لگا ہے,2
اس طرح,2
اور آپ,2
لگائے نہ,2
